ID	Chr	Gene	Start	Stop	n_introns	exon_breakpoints
YJL212C	Chr10	OPT1	33850	36249	0	33850_36249
YJL213W	Chr10	YJL213W	32163	33158	0	32163_33158
YJL214W	Chr10	HXT8	26887	28596	0	26887_28596
YJL215C	Chr10	YJL215C	26412	26771	0	26412_26771
YJL216C	Chr10	IMA5	24341	26086	0	24341_26086
YJL217W	Chr10	REE1	23133	23729	0	23133_23729
YJL218W	Chr10	YJL218W	21973	22563	0	21973_22563
YJL219W	Chr10	HXT9	19497	21200	0	19497_21200
YJL220W	Chr10	YJL220W	18243	18695	0	18243_18695
YJL221C	Chr10	IMA4	16767	18536	0	16767_18536
YJL222W	Chr10	VTH2	11475	16124	0	11475_16124
YJL222W-A	Chr10	YJL222W-A	9452	9679	0	9452_9679
YJL222W-B	Chr10	YJL222W-B	9346	9483	0	9346_9483
YJL223C	Chr10	PAU1	8776	9138	0	8776_9138
YJL225C	Chr10	YJL225C	466	6130	1	466_4581_4970_6130
YJL225W-A	Chr10	YJL225W-A	829	1311	0	829_1311
YJR001W	Chr10	AVT1	436802	438610	0	436802_438610
YJR002W	Chr10	MPP10	438865	440646	0	438865_440646
YJR003C	Chr10	YJR003C	440994	442553	0	440994_442553
YJR004C	Chr10	SAG1	442909	444861	0	442909_444861
YJR005C-A	Chr10	LSO1	448477	448758	0	448477_448758
YJR005W	Chr10	APL1	445923	448025	0	445923_448025
YJR006W	Chr10	POL31	449202	450665	0	449202_450665
YJR007W	Chr10	SUI2	451020	451934	0	451020_451934
YJR008W	Chr10	MHO1	452430	453446	0	452430_453446
YJR009C	Chr10	TDH2	453683	454681	0	453683_454681
YJR010C-A	Chr10	SPC1	458077	458361	0	458077_458361
YJR010W	Chr10	MET3	456239	457774	0	456239_457774
YJR011C	Chr10	YJR011C	458641	459426	0	458641_459426
YJR012C	Chr10	YJR012C	459795	460418	0	459795_460418
YJR013W	Chr10	GPI14	460382	461593	0	460382_461593
YJR014W	Chr10	TMA22	461829	462425	0	461829_462425
YJR015W	Chr10	YJR015W	462721	464253	0	462721_464253
YJR016C	Chr10	ILV3	464451	466208	0	464451_466208
YJR017C	Chr10	ESS1	466521	467033	0	466521_467033
YJR018W	Chr10	YJR018W	466786	467148	0	466786_467148
YJR019C	Chr10	TES1	467232	468281	0	467232_468281
YJR020W	Chr10	YJR020W	468001	468333	0	468001_468333
YJR021C	Chr10	REC107	468555	469579	1	468555_469183_469264_469579
YJR022W	Chr10	LSM8	469784	470113	0	469784_470113
YJR023C	Chr10	YJR023C	469804	470205	0	469804_470205
YJR024C	Chr10	MDE1	470230	470964	0	470230_470964
YJR025C	Chr10	BNA1	471138	471671	0	471138_471671
YJR026W	Chr10	YJR026W	472760	474082	0	472760_474082
YJR027W	Chr10	YJR027W	472760	478028	1	472760_474061_474063_478028
YJR028W	Chr10	YJR028W	478344	479666	0	478344_479666
YJR029W	Chr10	YJR029W	478344	483612	1	478344_479644_479646_483612
YJR030C	Chr10	YJR030C	483959	486196	0	483959_486196
YJR031C	Chr10	GEA1	486586	490812	0	486586_490812
YJR032W	Chr10	CPR7	491081	492262	0	491081_492262
YJR033C	Chr10	RAV1	492378	496451	0	492378_496451
YJR034W	Chr10	PET191	496683	497009	0	496683_497009
YJR035W	Chr10	RAD26	497355	500612	0	497355_500612
YJR036C	Chr10	HUL4	500713	503391	0	500713_503391
YJR037W	Chr10	YJR037W	503102	503485	0	503102_503485
YJR038C	Chr10	YJR038C	503710	504072	0	503710_504072
YJR039W	Chr10	YJR039W	503936	507301	0	503936_507301
YJR040W	Chr10	GEF1	507746	510085	0	507746_510085
YJR041C	Chr10	URB2	510239	513763	0	510239_513763
YJR042W	Chr10	NUP85	514055	516289	0	514055_516289
YJR043C	Chr10	POL32	516461	517513	0	516461_517513
YJR044C	Chr10	VPS55	518763	519185	0	518763_519185
YJR045C	Chr10	SSC1	519638	521602	0	519638_521602
YJR046W	Chr10	TAH11	522048	523862	0	522048_523862
YJR047C	Chr10	ANB1	524908	525381	0	524908_525381
YJR048W	Chr10	CYC1	526335	526664	0	526335_526664
YJR049C	Chr10	UTR1	526884	528476	0	526884_528476
YJR050W	Chr10	ISY1	528697	529404	0	528697_529404
YJR051W	Chr10	OSM1	529861	531366	0	529861_531366
YJR052W	Chr10	RAD7	532062	533759	0	532062_533759
YJR053W	Chr10	BFA1	534027	535751	0	534027_535751
YJR054W	Chr10	KCH1	536056	537549	0	536056_537549
YJR055W	Chr10	HIT1	538772	539266	0	538772_539266
YJR056C	Chr10	YJR056C	541792	542502	0	541792_542502
YJR057W	Chr10	CDC8	544062	544712	0	544062_544712
YJR058C	Chr10	APS2	544732	545175	0	544732_545175
YJR059W	Chr10	PTK2	545787	548243	0	545787_548243
YJR060W	Chr10	CBF1	548759	549814	0	548759_549814
YJR061W	Chr10	YJR061W	550511	553318	0	550511_553318
YJR062C	Chr10	NTA1	553476	554849	0	553476_554849
YJR063W	Chr10	RPA12	555195	555572	0	555195_555572
YJR064W	Chr10	CCT5	555914	557602	0	555914_557602
YJR065C	Chr10	ARP3	557809	559158	0	557809_559158
YJR066W	Chr10	TOR1	559416	566828	0	559416_566828
YJR067C	Chr10	YAE1	567019	567444	0	567019_567444
YJR068W	Chr10	RFC2	567643	568704	0	567643_568704
YJR069C	Chr10	HAM1	568806	569399	0	568806_569399
YJR070C	Chr10	LIA1	569621	570598	0	569621_570598
YJR071W	Chr10	YJR071W	570405	570773	0	570405_570773
YJR072C	Chr10	NPA3	570967	572124	0	570967_572124
YJR073C	Chr10	OPI3	572315	572935	0	572315_572935
YJR074W	Chr10	MOG1	573095	573751	0	573095_573751
YJR075W	Chr10	HOC1	573981	575171	0	573981_575171
YJR076C	Chr10	CDC11	575354	576601	0	575354_576601
YJR077C	Chr10	MIR1	577255	578190	0	577255_578190
YJR078W	Chr10	BNA2	578860	580221	0	578860_580221
YJR079W	Chr10	YJR079W	580205	581239	1	580205_580347_581053_581239
YJR080C	Chr10	AIM24	580432	581616	0	580432_581616
YJR082C	Chr10	EAF6	581914	582255	0	581914_582255
YJR083C	Chr10	ACF4	582608	583537	0	582608_583537
YJR084W	Chr10	YJR084W	583733	585004	0	583733_585004
YJR085C	Chr10	YJR085C	585120	585437	0	585120_585437
YJR086W	Chr10	STE18	586068	586400	0	586068_586400
YJR087W	Chr10	YJR087W	586400	586750	0	586400_586750
YJR088C	Chr10	EMC2	586495	587373	0	586495_587373
YJR089W	Chr10	BIR1	587718	590582	0	587718_590582
YJR090C	Chr10	GRR1	590872	594327	0	590872_594327
YJR091C	Chr10	JSN1	595061	598336	0	595061_598336
YJR092W	Chr10	BUD4	598735	603078	0	598735_603078
YJR093C	Chr10	FIP1	603220	604203	0	603220_604203
YJR094C	Chr10	IME1	604569	605651	0	604569_605651
YJR094W-A	Chr10	RPL43B	608305	608858	1	608305_608306_608582_608858
YJR095W	Chr10	SFC1	609773	610741	0	609773_610741
YJR096W	Chr10	YJR096W	611195	612043	0	611195_612043
YJR097W	Chr10	JJJ3	612413	612931	0	612413_612931
YJR098C	Chr10	YJR098C	613186	615156	0	613186_615156
YJR099W	Chr10	YUH1	615576	616286	0	615576_616286
YJR100C	Chr10	AIM25	616351	617334	0	616351_617334
YJR101W	Chr10	RSM26	618234	619034	0	618234_619034
YJR102C	Chr10	VPS25	619157	619765	0	619157_619765
YJR103W	Chr10	URA8	620754	622490	0	620754_622490
YJR104C	Chr10	SOD1	622550	623014	0	622550_623014
YJR105W	Chr10	ADO1	623581	624603	0	623581_624603
YJR106W	Chr10	ECM27	624838	627015	0	624838_627015
YJR107W	Chr10	YJR107W	627340	628326	0	627340_628326
YJR108W	Chr10	ABM1	628712	629083	0	628712_629083
YJR109C	Chr10	CPA2	629585	632941	0	629585_632941
YJR110W	Chr10	YMR1	633615	635681	0	633615_635681
YJR111C	Chr10	YJR111C	635855	636706	0	635855_636706
YJR112W	Chr10	NNF1	637030	637635	0	637030_637635
YJR112W-A	Chr10	YJR112W-A	637790	638168	1	637790_637809_637859_638168
YJR113C	Chr10	RSM7	638232	638975	0	638232_638975
YJR114W	Chr10	YJR114W	638659	639051	0	638659_639051
YJR115W	Chr10	YJR115W	639942	640451	0	639942_640451
YJR116W	Chr10	TDA4	640825	641664	0	640825_641664
YJR117W	Chr10	STE24	642007	643368	0	642007_643368
YJR118C	Chr10	ILM1	643490	644101	0	643490_644101
YJR119C	Chr10	JHD2	644304	646490	0	644304_646490
YJR120W	Chr10	YJR120W	647126	647476	0	647126_647476
YJR121W	Chr10	ATP2	647607	649142	0	647607_649142
YJR122W	Chr10	IBA57	649776	651269	0	649776_651269
YJR123W	Chr10	RPS5	651901	652578	0	651901_652578
YJR124C	Chr10	YJR124C	652892	654238	0	652892_654238
YJR125C	Chr10	ENT3	654737	655963	0	654737_655963
YJR126C	Chr10	VPS70	656254	658689	0	656254_658689
YJR127C	Chr10	RSF2	658917	663059	0	658917_663059
YJR128W	Chr10	YJR128W	662921	663280	0	662921_663280
YJR129C	Chr10	EFM3	664000	665019	0	664000_665019
YJR130C	Chr10	STR2	665218	667137	0	665218_667137
YJR131W	Chr10	MNS1	667644	669293	0	667644_669293
YJR132W	Chr10	NMD5	669522	672668	0	669522_672668
YJR133W	Chr10	XPT1	672991	673620	0	672991_673620
YJR134C	Chr10	SGM1	673729	675852	0	673729_675852
YJR135C	Chr10	MCM22	676059	676778	0	676059_676778
YJR135W-A	Chr10	TIM8	676971	677234	0	676971_677234
YJR136C	Chr10	TTI2	677441	678706	0	677441_678706
YJR137C	Chr10	MET5	678957	683285	0	678957_683285
YJR138W	Chr10	IML1	684567	689321	0	684567_689321
YJR139C	Chr10	HOM6	689445	690524	0	689445_690524
YJR140C	Chr10	HIR3	690750	695696	0	690750_695696
YJR140W-A	Chr10	YJR140W-A	690961	691110	0	690961_691110
YJR141W	Chr10	YJR141W	695906	696949	0	695906_696949
YJR142W	Chr10	YJR142W	697141	698169	0	697141_698169
YJR143C	Chr10	PMT4	698326	700614	0	698326_700614
YJR144W	Chr10	MGM101	700882	701691	0	700882_701691
YJR145C	Chr10	RPS4A	702027	703068	1	702027_702798_703055_703068
YJR146W	Chr10	YJR146W	703885	704238	0	703885_704238
YJR147W	Chr10	HMS2	704196	705272	0	704196_705272
YJR148W	Chr10	BAT2	705744	706874	0	705744_706874
YJR149W	Chr10	YJR149W	707160	708374	0	707160_708374
YJR150C	Chr10	DAN1	708811	709707	0	708811_709707
YJR151C	Chr10	DAN4	712255	715740	0	712255_715740
YJR151W-A	Chr10	YJR151W-A	717580	717630	0	717580_717630
YJR152W	Chr10	DAL5	719666	721297	0	719666_721297
YJR153W	Chr10	PGU1	722815	723900	0	722815_723900
YJR154W	Chr10	YJR154W	725784	726824	0	725784_726824
YJR155W	Chr10	AAD10	727405	728271	0	727405_728271
YJR156C	Chr10	THI11	728574	729596	0	728574_729596
YJR157W	Chr10	YJR157W	730515	730877	0	730515_730877
YJR158W	Chr10	HXT16	732440	734143	0	732440_734143
YJR159W	Chr10	SOR1	736044	737117	0	736044_737117
YJR160C	Chr10	MPH3	738008	739816	0	738008_739816
YJR161C	Chr10	COS5	742848	743999	0	742848_743999
YJR162C	Chr10	YJR162C	744911	745261	0	744911_745261
YKL001C	Chr11	MET14	438777	439385	0	438777_439385
YKL002W	Chr11	DID4	437778	438544	1	437778_437837_437906_438544
YKL003C	Chr11	MRP17	437097	437492	0	437097_437492
YKL004W	Chr11	AUR1	435580	436785	0	435580_436785
YKL005C	Chr11	BYE1	433093	434877	0	433093_434877
YKL006C-A	Chr11	SFT1	430198	430632	1	430198_430455_430597_430632
YKL006W	Chr11	RPL14A	431906	432720	1	431906_432034_432433_432720
YKL007W	Chr11	CAP1	429302	430108	0	429302_430108
YKL008C	Chr11	LAC1	427295	428551	0	427295_428551
YKL009W	Chr11	MRT4	426242	426952	0	426242_426952
YKL010C	Chr11	UFD4	421424	425875	0	421424_425875
YKL011C	Chr11	CCE1	420155	421216	0	420155_421216
YKL012W	Chr11	PRP40	418310	420061	0	418310_420061
YKL013C	Chr11	ARC19	417508	418023	0	417508_418023
YKL014C	Chr11	URB1	411619	416913	0	411619_416913
YKL015W	Chr11	PUT3	408544	411483	0	408544_411483
YKL016C	Chr11	ATP7	407465	407989	0	407465_407989
YKL017C	Chr11	HCS1	405190	407241	0	405190_407241
YKL018C-A	Chr11	YKL018C-A	403580	403879	0	403580_403879
YKL018W	Chr11	SWD2	404102	405091	0	404102_405091
YKL019W	Chr11	RAM2	402568	403518	0	402568_403518
YKL020C	Chr11	SPT23	398832	402080	0	398832_402080
YKL021C	Chr11	MAK11	397344	398750	0	397344_398750
YKL022C	Chr11	CDC16	394726	397248	0	394726_397248
YKL023C-A	Chr11	YKL023C-A	393146	393373	0	393146_393373
YKL023W	Chr11	YKL023W	393721	394554	0	393721_394554
YKL024C	Chr11	URA6	392526	393140	0	392526_393140
YKL025C	Chr11	PAN3	390240	392279	0	390240_392279
YKL026C	Chr11	GPX1	389380	389883	0	389380_389883
YKL027W	Chr11	TCD2	387562	388905	0	387562_388905
YKL028W	Chr11	TFA1	385758	387206	0	385758_387206
YKL029C	Chr11	MAE1	382716	384725	0	382716_384725
YKL030W	Chr11	YKL030W	382498	383103	0	382498_383103
YKL031W	Chr11	YKL031W	382072	382485	0	382072_382485
YKL032C	Chr11	IXR1	380065	381858	0	380065_381858
YKL033W	Chr11	TTI1	375456	378572	0	375456_378572
YKL033W-A	Chr11	YKL033W-A	374505	375215	0	374505_375215
YKL034W	Chr11	TUL1	371829	374105	0	371829_374105
YKL035W	Chr11	UGP1	369891	371390	0	369891_371390
YKL036C	Chr11	YKL036C	369528	369920	0	369528_369920
YKL037W	Chr11	AIM26	369365	369721	0	369365_369721
YKL038W	Chr11	RGT1	365605	369117	0	365605_369117
YKL039W	Chr11	PTM1	362622	364193	0	362622_364193
YKL040C	Chr11	NFU1	361058	361828	0	361058_361828
YKL041W	Chr11	VPS24	360143	360817	0	360143_360817
YKL042W	Chr11	SPC42	358475	359566	0	358475_359566
YKL043W	Chr11	PHD1	356748	357848	0	356748_357848
YKL044W	Chr11	YKL044W	356322	356642	0	356322_356642
YKL045W	Chr11	PRI2	353493	355079	0	353493_355079
YKL046C	Chr11	DCW1	351275	352624	0	351275_352624
YKL047W	Chr11	ANR2	349463	351013	0	349463_351013
YKL048C	Chr11	ELM1	347214	349136	0	347214_349136
YKL049C	Chr11	CSE4	346075	346764	0	346075_346764
YKL050C	Chr11	YKL050C	342852	345620	0	342852_345620
YKL051W	Chr11	SFK1	341312	342373	0	341312_342373
YKL052C	Chr11	ASK1	339668	340546	0	339668_340546
YKL053C-A	Chr11	MDM35	339182	339442	0	339182_339442
YKL053W	Chr11	YKL053W	339572	339946	0	339572_339946
YKL054C	Chr11	DEF1	336537	338753	0	336537_338753
YKL055C	Chr11	OAR1	335321	336157	0	335321_336157
YKL056C	Chr11	TMA19	334412	334915	0	334412_334915
YKL057C	Chr11	NUP120	330856	333969	0	330856_333969
YKL058W	Chr11	TOA2	330166	330534	0	330166_330534
YKL059C	Chr11	MPE1	328118	329443	0	328118_329443
YKL060C	Chr11	FBA1	326408	327487	0	326408_327487
YKL061W	Chr11	BLI1	325771	326112	0	325771_326112
YKL062W	Chr11	MSN4	323228	325120	0	323228_325120
YKL063C	Chr11	YKL063C	321015	321518	0	321015_321518
YKL064W	Chr11	MNR2	317764	320673	0	317764_320673
YKL065C	Chr11	YET1	316437	317057	0	316437_317057
YKL065W-A	Chr11	YKL065W-A	315954	316175	0	315954_316175
YKL066W	Chr11	YKL066W	315281	315724	0	315281_315724
YKL067W	Chr11	YNK1	314812	315273	0	314812_315273
YKL068W	Chr11	NUP100	310199	313078	0	310199_313078
YKL068W-A	Chr11	YKL068W-A	309206	309442	0	309206_309442
YKL069W	Chr11	YKL069W	307285	307827	0	307285_307827
YKL070W	Chr11	YKL070W	306211	306720	0	306211_306720
YKL071W	Chr11	YKL071W	305114	305884	0	305114_305884
YKL072W	Chr11	STB6	299582	301882	0	299582_301882
YKL073W	Chr11	LHS1	296430	299075	0	296430_299075
YKL074C	Chr11	MUD2	294610	296193	0	294610_296193
YKL075C	Chr11	YKL075C	292956	294308	0	292956_294308
YKL076C	Chr11	PSY1	292838	293221	0	292838_293221
YKL077W	Chr11	YKL077W	291453	292631	0	291453_292631
YKL078W	Chr11	DHR2	288845	291052	0	288845_291052
YKL079W	Chr11	SMY1	286603	288573	0	286603_288573
YKL080W	Chr11	VMA5	285030	286208	0	285030_286208
YKL081W	Chr11	TEF4	282891	284455	1	282891_283095_283422_284455
YKL082C	Chr11	RRP14	281025	282329	0	281025_282329
YKL083W	Chr11	YKL083W	280921	281535	0	280921_281535
YKL084W	Chr11	HOT13	280509	280859	0	280509_280859
YKL085W	Chr11	MDH1	279123	280127	0	279123_280127
YKL086W	Chr11	SRX1	278281	278664	0	278281_278664
YKL087C	Chr11	CYT2	277189	277863	0	277189_277863
YKL088W	Chr11	CAB3	275283	276998	0	275283_276998
YKL089W	Chr11	MIF2	273394	275043	0	273394_275043
YKL090W	Chr11	CUE2	271878	273209	0	271878_273209
YKL091C	Chr11	YKL091C	269718	270650	0	269718_270650
YKL092C	Chr11	BUD2	266145	269459	0	266145_269459
YKL093W	Chr11	MBR1	264789	265808	0	264789_265808
YKL094W	Chr11	YJU3	263349	264290	0	263349_264290
YKL095W	Chr11	YJU2	262277	263113	0	262277_263113
YKL096C-B	Chr11	YKL096C-B	259073	259222	0	259073_259222
YKL096W	Chr11	CWP1	261132	261851	0	261132_261851
YKL096W-A	Chr11	CWP2	259253	259531	0	259253_259531
YKL097C	Chr11	YKL097C	258503	258913	0	258503_258913
YKL098W	Chr11	MTC2	256770	257843	0	256770_257843
YKL099C	Chr11	UTP11	255720	256472	0	255720_256472
YKL100C	Chr11	YPF1	253697	255460	0	253697_255460
YKL100W-A	Chr11	YKL100W-A	254159	254248	0	254159_254248
YKL101W	Chr11	HSL1	248920	253476	0	248920_253476
YKL102C	Chr11	YKL102C	248062	248367	0	248062_248367
YKL103C	Chr11	APE1	246138	247682	0	246138_247682
YKL104C	Chr11	GFA1	243220	245373	0	243220_245373
YKL105C	Chr11	SEG2	239185	242583	0	239185_242583
YKL106C-A	Chr11	YKL106C-A	237147	237266	0	237147_237266
YKL106W	Chr11	AAT1	237536	238891	0	237536_238891
YKL107W	Chr11	YKL107W	236141	237070	0	236141_237070
YKL108W	Chr11	SLD2	234426	235787	0	234426_235787
YKL109W	Chr11	HAP4	232227	233891	0	232227_233891
YKL110C	Chr11	KTI12	228939	229880	0	228939_229880
YKL111C	Chr11	YKL111C	228464	228799	0	228464_228799
YKL112W	Chr11	ABF1	226570	228765	0	226570_228765
YKL113C	Chr11	RAD27	224727	225875	0	224727_225875
YKL114C	Chr11	APN1	223352	224455	0	223352_224455
YKL115C	Chr11	YKL115C	222893	223285	0	222893_223285
YKL116C	Chr11	PRR1	221344	222900	0	221344_222900
YKL117W	Chr11	SBA1	220324	220974	0	220324_220974
YKL118W	Chr11	YKL118W	219126	219437	0	219126_219437
YKL119C	Chr11	VPH2	218570	219217	0	218570_219217
YKL120W	Chr11	OAC1	217344	218318	0	217344_218318
YKL121W	Chr11	DGR2	214142	216700	0	214142_216700
YKL122C	Chr11	SRP21	212495	212998	0	212495_212998
YKL123W	Chr11	YKL123W	212043	212423	0	212043_212423
YKL124W	Chr11	SSH4	210593	212332	0	210593_212332
YKL125W	Chr11	RRN3	208247	210130	0	208247_210130
YKL126W	Chr11	YPK1	205707	207749	0	205707_207749
YKL127W	Chr11	PGM1	203541	205253	0	203541_205253
YKL128C	Chr11	PMU1	200884	201771	0	200884_201771
YKL129C	Chr11	MYO3	196349	200167	0	196349_200167
YKL130C	Chr11	SHE2	195288	196028	0	195288_196028
YKL131W	Chr11	YKL131W	194478	194999	0	194478_194999
YKL132C	Chr11	RMA1	193574	194866	0	193574_194866
YKL133C	Chr11	YKL133C	191679	193070	0	191679_193070
YKL134C	Chr11	1-Oct	189124	191442	0	189124_191442
YKL135C	Chr11	APL2	186460	188640	0	186460_188640
YKL136W	Chr11	YKL136W	186416	186814	0	186416_186814
YKL137W	Chr11	CMC1	185957	186292	0	185957_186292
YKL138C	Chr11	MRPL31	185286	185681	0	185286_185681
YKL138C-A	Chr11	HSK3	184803	185012	0	184803_185012
YKL139W	Chr11	CTK1	182958	184544	0	182958_184544
YKL140W	Chr11	TGL1	180779	182425	0	180779_182425
YKL141W	Chr11	SDH3	179667	180263	0	179667_180263
YKL142W	Chr11	MRP8	178515	179174	0	178515_179174
YKL143W	Chr11	LTV1	176781	178172	0	176781_178172
YKL144C	Chr11	RPC25	175843	176481	0	175843_176481
YKL145W	Chr11	RPT1	174213	175616	0	174213_175616
YKL145W-A	Chr11	YKL145W-A	174958	175050	0	174958_175050
YKL146W	Chr11	AVT3	171783	173861	0	171783_173861
YKL147C	Chr11	YKL147C	171551	172168	0	171551_172168
YKL148C	Chr11	SDH1	169207	171129	0	169207_171129
YKL149C	Chr11	DBR1	167612	168829	0	167612_168829
YKL150W	Chr11	MCR1	166544	167452	0	166544_167452
YKL151C	Chr11	YKL151C	164917	165930	0	164917_165930
YKL152C	Chr11	GPM1	163642	164385	0	163642_164385
YKL153W	Chr11	YKL153W	163600	164109	0	163600_164109
YKL154W	Chr11	SRP102	161601	162335	0	161601_162335
YKL155C	Chr11	RSM22	159456	161342	0	159456_161342
YKL156C-A	Chr11	YKL156C-A	158975	159091	0	158975_159091
YKL156W	Chr11	RPS27A	158613	159212	1	158613_158615_158967_159212
YKL157W	Chr11	APE2	154991	158232	1	154991_155271_155655_158232
YKL159C	Chr11	RCN1	153816	154451	0	153816_154451
YKL160W	Chr11	ELF1	153269	153706	0	153269_153706
YKL161C	Chr11	KDX1	149386	150687	0	149386_150687
YKL162C	Chr11	YKL162C	147630	148838	0	147630_148838
YKL162C-A	Chr11	YKL162C-A	145922	146074	0	145922_146074
YKL163W	Chr11	PIR3	144401	145378	0	144401_145378
YKL164C	Chr11	PIR1	141794	142819	0	141794_142819
YKL165C	Chr11	MCD4	137932	140691	0	137932_140691
YKL165C-A	Chr11	YKL165C-A	135790	136023	0	135790_136023
YKL166C	Chr11	TPK3	134509	135705	0	134509_135705
YKL167C	Chr11	MRP49	133721	134134	0	133721_134134
YKL168C	Chr11	KKQ8	131288	133462	0	131288_133462
YKL169C	Chr11	YKL169C	130685	131068	0	130685_131068
YKL170W	Chr11	MRPL38	130634	131050	0	130634_131050
YKL171W	Chr11	NNK1	127475	130261	0	127475_130261
YKL172W	Chr11	EBP2	125759	127042	0	125759_127042
YKL173W	Chr11	SNU114	122517	125543	0	122517_125543
YKL174C	Chr11	TPO5	120380	122236	0	120380_122236
YKL175W	Chr11	ZRT3	118793	120304	0	118793_120304
YKL176C	Chr11	LST4	115500	117986	0	115500_117986
YKL177W	Chr11	YKL177W	114356	114694	0	114356_114694
YKL178C	Chr11	STE3	113215	114627	0	113215_114627
YKL179C	Chr11	COY1	110464	112503	0	110464_112503
YKL180W	Chr11	RPL17A	109269	110129	1	109269_109577_109884_110129
YKL181W	Chr11	PRS1	107316	108599	0	107316_108599
YKL182W	Chr11	FAS1	100671	106826	0	100671_106826
YKL183C-A	Chr11	YKL183C-A	98395	98607	0	98395_98607
YKL183W	Chr11	LOT5	98721	99641	0	98721_99641
YKL184W	Chr11	SPE1	96757	98157	0	96757_98157
YKL185W	Chr11	ASH1	94499	96265	0	94499_96265
YKL186C	Chr11	MTR2	92744	93298	0	92744_93298
YKL187C	Chr11	FAT3	89284	91536	0	89284_91536
YKL188C	Chr11	PXA2	86225	88786	0	86225_88786
YKL189W	Chr11	HYM1	84704	85903	0	84704_85903
YKL190W	Chr11	CNB1	82947	83550	1	82947_82998_83075_83550
YKL191W	Chr11	DPH2	81035	82639	0	81035_82639
YKL192C	Chr11	ACP1	80160	80537	0	80160_80537
YKL193C	Chr11	SDS22	78866	79882	0	78866_79882
YKL194C	Chr11	MST1	77258	78646	0	77258_78646
YKL195W	Chr11	MIA40	75821	77032	0	75821_77032
YKL196C	Chr11	YKT6	74932	75534	0	74932_75534
YKL197C	Chr11	PEX1	70734	73865	0	70734_73865
YKL198C	Chr11	PTK1	68232	70220	0	68232_70220
YKL201C	Chr11	MNN4	63930	67466	0	63930_67466
YKL202W	Chr11	YKL202W	63821	64402	0	63821_64402
YKL203C	Chr11	TOR2	55935	63359	0	55935_63359
YKL204W	Chr11	EAP1	53704	55602	0	53704_55602
YKL205W	Chr11	LOS1	50051	53353	0	50051_53353
YKL206C	Chr11	ADD66	49006	49809	0	49006_49809
YKL207W	Chr11	EMC3	48194	48955	0	48194_48955
YKL208W	Chr11	CBT1	47157	47972	0	47157_47972
YKL209C	Chr11	STE6	42423	46295	0	42423_46295
YKL210W	Chr11	UBA1	39163	42237	0	39163_42237
YKL211C	Chr11	TRP3	36699	38153	0	36699_38153
YKL212W	Chr11	SAC1	34543	36414	0	34543_36414
YKL213C	Chr11	DOA1	31960	34107	0	31960_34107
YKL214C	Chr11	YRA2	31082	31693	0	31082_31693
YKL215C	Chr11	OXP1	26827	30687	0	26827_30687
YKL216W	Chr11	URA1	25215	26159	0	25215_26159
YKL217W	Chr11	JEN1	22234	24084	0	22234_24084
YKL218C	Chr11	SRY1	17359	18339	0	17359_18339
YKL219W	Chr11	COS9	14485	15708	0	14485_15708
YKL220C	Chr11	FRE2	9091	11226	0	9091_11226
YKL221W	Chr11	MCH2	6107	7528	0	6107_7528
YKL222C	Chr11	YKL222C	3503	5620	0	3503_5620
YKL223W	Chr11	YKL223W	2389	2721	0	2389_2721
YKL224C	Chr11	PAU16	1810	2181	0	1810_2181
YKL225W	Chr11	YKL225W	451	798	0	451_798
YKR001C	Chr11	VPS1	440608	442722	0	440608_442722
YKR002W	Chr11	PAP1	443232	444938	0	443232_444938
YKR003W	Chr11	OSH6	445381	446727	0	445381_446727
YKR004C	Chr11	ECM9	446799	448036	1	446799_447706_447811_448036
YKR005C	Chr11	YKR005C	448521	450167	1	448521_449951_450021_450167
YKR006C	Chr11	MRPL13	450423	451217	0	450423_451217
YKR007W	Chr11	MEH1	451434	451988	0	451434_451988
YKR008W	Chr11	RSC4	452201	454078	0	452201_454078
YKR009C	Chr11	FOX2	454352	457054	0	454352_457054
YKR010C	Chr11	TOF2	458924	461239	0	458924_461239
YKR011C	Chr11	YKR011C	461635	462696	0	461635_462696
YKR012C	Chr11	YKR012C	463739	464116	0	463739_464116
YKR013W	Chr11	PRY2	463959	464948	0	463959_464948
YKR014C	Chr11	YPT52	465367	466071	0	465367_466071
YKR015C	Chr11	YKR015C	466961	468667	0	466961_468667
YKR016W	Chr11	MIC60	469717	471339	0	469717_471339
YKR017C	Chr11	HEL1	471694	473349	0	471694_473349
YKR018C	Chr11	YKR018C	473723	475900	0	473723_475900
YKR019C	Chr11	IRS4	476216	478063	0	476216_478063
YKR020W	Chr11	VPS51	478338	478832	0	478338_478832
YKR021W	Chr11	ALY1	479234	481981	0	479234_481981
YKR022C	Chr11	NTR2	482171	483139	0	482171_483139
YKR023W	Chr11	YKR023W	483419	485011	0	483419_485011
YKR024C	Chr11	DBP7	485144	487372	0	485144_487372
YKR025W	Chr11	RPC37	487770	488618	0	487770_488618
YKR026C	Chr11	GCN3	488738	489655	0	488738_489655
YKR027W	Chr11	BCH2	491364	493661	0	491364_493661
YKR028W	Chr11	SAP190	494257	497358	0	494257_497358
YKR029C	Chr11	SET3	497578	499833	0	497578_499833
YKR030W	Chr11	GMH1	500282	501103	0	500282_501103
YKR031C	Chr11	SPO14	501344	506395	0	501344_506395
YKR032W	Chr11	YKR032W	506517	506831	0	506517_506831
YKR033C	Chr11	YKR033C	506879	507304	0	506879_507304
